"","�..","CreationDate","DeletionDate","Score","ViewCount","Body","Title","Tags","AnswerCount","CommentCount","FavoriteCount","ClosedDate","CommunityOwnedDate","AcceptedAnswerId","CreationDateComparison","CreationTime"
"134",134,"2012-05-16 02:17:24",NA,169,513524,"<p>I have an input text which is this:</p>

<pre><code>&lt;div class=""editor-label""&gt;
    @Html.LabelFor(model =&gt; model.EmployeeId, ""Employee Number"")
&lt;/div&gt;

&lt;div class=""editor-field textBoxEmployeeNumber""&gt;
    @Html.EditorFor(model =&gt; model.EmployeeId) 
    @Html.ValidationMessageFor(model =&gt; model.EmployeeId)
&lt;/div&gt;
</code></pre>

<p>I want to set the value of this input text using jquery so i did this:</p>

<pre><code>&lt;script type=""text/javascript"" language=""javascript""&gt;
    $(function() {
        $('.textBoxEmployeeNumber').val(""fgg"");
    });
&lt;/script&gt; 
</code></pre>

<p>however, it is not working... what is the error in my syntax?</p>
","How to set value of input text using jQuery","<javascript><jquery><html><asp.net-mvc-3>",5,1,25,"","",10611215,1378,"02:17:24"
"135",135,"2013-01-08 17:06:14",NA,1919,513107,"<p>I have a function <code>foo</code> which makes an Ajax request. How can I return the response from <code>foo</code>?</p>

<p>I tried to return the value from the <code>success</code> callback as well as assigning the response to a local variable inside the function and return that one, but none of those ways actually return the response.</p>

<pre><code>function foo() {
    var result;

    $.ajax({
        url: '...',
        success: function(response) {
            result = response;
            // return response; // &lt;- I tried that one as well
        }
    });

    return result;
}

var result = foo(); // It always ends up being `undefined`.
</code></pre>
","How do I return the response from an asynchronous call?","<javascript><jquery><ajax><asynchronous>",12,6,1024,"","",14220323,1615,"17:06:14"
"136",136,"2009-03-25 01:39:45",NA,716,512663,"<p>After an AJAX request, sometimes my application may return an empty object, like:</p>

<pre><code>var a = ({});
</code></pre>

<p>How can I check whether that's the case?</p>
","How do I test for an empty JavaScript object?","<javascript><json>",34,5,146,"","",32108184,230,"01:39:45"
"137",137,"2012-05-18 20:11:54",NA,439,511001,"<p></p>Usually I use <code>$(""#id"").val()</code> to return the value of the selected option , but this time it doesn't work.</p>
The selected tag has the id <code>aioConceptName</code></p>

<h3>html code </h3>

<pre><code>&lt;label&gt;Name&lt;/label&gt;
    &lt;input type=""text"" name=""name"" /&gt;
    &lt;select id=""aioConceptName""&gt;
        &lt;option&gt;choose io&lt;/option&gt;
        &lt;option&gt;roma&lt;/option&gt;
        &lt;option&gt;totti&lt;/option&gt;
    &lt;/select&gt;
&lt;/label&gt;
</code></pre>
","jQuery Get Selected Option From Dropdown","<javascript><jquery><html>",12,7,80,"","",10659117,1380,"20:11:54"
"138",138,"2010-04-20 03:41:50",NA,242,505217,"<p>Will this work for testing whether a value at position ""index"" exists or not, or is there a better way:</p>

<pre><code>if(arrayName[index]==""""){
     // do stuff
}
</code></pre>
","How do I check if a JavaScript array value is empty or null?","<javascript><arrays>",8,1,45,"","",2672411,621,"03:41:50"
"139",139,"2012-03-27 10:04:11",NA,99,502228,"<p>I am buildin a mobile web app with jquery mobile and
I want to check if a checkbox is checked. Here is my code.</p>

<pre><code>&lt;script type=text/javascript&gt;
function validate(){
if (remember.checked == 1){
          alert(""checked"") ;
}else{
alert(""You didn't check it! Let me check it for you."")
}
}
&lt;/script&gt;

&lt;input id=""remember"" name=""remember"" type=""checkbox"" onclick=""validate()"" /&gt;
</code></pre>

<p>But for some reason or another it doesn't execute it.</p>

<p>Please help !</p>

<p>----EDIT-----
This is what I have for the moment.</p>

<pre><code>&lt;DIV data-role=""content"" data-theme=""g""&gt;
    &lt;DIV class=ui-grid-g-login&gt;
        &lt;FORM method=post action=[$=PROBE(266)/] data-theme=""C""&gt;
            &lt;P&gt;~DATA_ERROR~&lt;/P&gt;
            &lt;div id=""mail"" data-role=""fieldcontain""&gt;
                &lt;label for=""mail""&gt;Email:*&lt;/label&gt;       
                &lt;input id=""mail"" name=""mail"" type=""email"" /&gt;
            &lt;/div&gt;
            &lt;div id=""pass"" data-role=""fieldcontain""&gt;
                &lt;label for=""pass""&gt;Paswoord:*&lt;/label&gt;        
                &lt;input id=""pass"" name=""pass"" type=""password"" /&gt;
            &lt;/div&gt;
            &lt;div id=""remember"" data-role=""fieldcontain""&gt;
                &lt;label for=""remember""&gt;Onthoud mij&lt;/label&gt;       
                &lt;input id=""remember"" name=""remember"" type=""checkbox"" onclick=""validate()"" /&gt;
            &lt;/div&gt;
            &lt;P&gt;&lt;INPUT class=btn name=submit value=Login type=submit  onclick=""validate()""&gt;&lt;/P&gt;  
        &lt;/FORM&gt;
    &lt;/DIV&gt;
&lt;/DIV&gt;&lt;!-- /content --&gt;

&lt;script type=text/javascript&gt;
function validate(){
    var remember = document.getElementById('remember');
    if (remember.checked){
        alert(""checked"") ;
    }else{
        alert(""You didn't check it! Let me check it for you."")
    }
}
&lt;/script&gt;
</code></pre>

<p>----EDIT--</p>

<p>Solved it, the problem was that the fieldcontain was also named 'remember'</p>
","check if checkbox is checked javascript","<javascript><jquery-mobile><checkbox>",9,4,27,"","",NA,1328,"10:04:11"
"140",140,"2009-02-07 11:53:04",NA,892,498340,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""http://stackoverflow.com/questions/359494/javascript-vs-does-it-matter-which-equal-operator-i-use"">Javascript === vs == : Does it matter which &ldquo;equal&rdquo; operator I use?</a>   </p>
</blockquote>



<p>What is the difference between <code>==</code> and <code>===</code> in JavaScript?  I have also seen <code>!=</code> and <code>!==</code> operators.  Are there more such operators?</p>
","Difference between == and === in JavaScript","<javascript><comparison-operators><equality-operator><identity-operator>",2,2,233,"2009-02-07 12:04:00","",523647,184,"11:53:04"
"141",141,"2009-06-12 11:10:47",NA,286,495619,"<p>I have 3 radio buttons in my web page, like below:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;label for=""theme-grey""&gt;
  &lt;input type=""radio"" id=""theme-grey"" name=""theme"" value=""grey"" /&gt;Grey&lt;/label&gt;
&lt;label for=""theme-pink""&gt;
  &lt;input type=""radio"" id=""theme-pink"" name=""theme"" value=""pink"" /&gt;Pink&lt;/label&gt;
&lt;label for=""theme-green""&gt;
  &lt;input type=""radio"" id=""theme-green"" name=""theme"" value=""green"" /&gt;Green&lt;/label&gt;</code></pre>
</div>
</div>
</p>

<p>In jQuery, I want to get the value of the selected radio button when any of these three are clicked. In jQuery we have id (#) and class (.) selectors, but what if I want to find a radio button by its name, as below?</p>

<pre><code>$(""&lt;radiobutton name attribute&gt;"").click(function(){});
</code></pre>

<p>Please tell me how to solve this problem.</p>
","In jQuery, how do I select an element by its name attribute?","<javascript><jquery><html><radio-button>",18,4,47,"","",986134,309,"11:10:47"
"142",142,"2008-10-29 13:34:18",NA,384,494941,"<p>I have a PHP script that can encode a PNG image to a Base64 string.</p>

<p>I'd like to do the same thing using JavaScript. I know how to open files, but I'm not sure how to do the encoding? I'm not used to working with binary data.</p>
","How can you encode a string to Base64 in JavaScript?","<javascript><base64>",18,3,145,"","",247261,83,"13:34:18"
"143",143,"2008-09-28 00:05:56",NA,302,489212,"<p>Recently I have started playing with jQuery, and have been following a couple of tutorials. Now I feel slightly competent with using it (it's pretty easy), and I thought it would be cool if I were able to make a 'console' on my webpage (as in, you press the ` key like you do in <a href=""http://en.wiktionary.org/wiki/first-person_shooter"">FPS</a> games, etc.), and then have it Ajax itself back to the server in-order to do stuff.</p>

<p>I originally thought the best way would be to just get the text inside the textarea, and then split it, or should I use the keyup event, convert the keycode returned to an ASCII character, append the character to a string and send the string to the server (then empty the string).</p>

<p>I couldn't find any information on getting text from a textarea, all I got was keyup information. Also, how can I convert the keycode returned to an ASCII character?</p>
","jQuery get textarea text","<javascript><jquery><ajax>",6,0,25,"","",144836,52,"00:05:56"
"144",144,"2011-10-21 20:18:31",NA,119,487213,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""http://stackoverflow.com/questions/951021/javascript-sleep"">Javascript sleep</a>  </p>
</blockquote>



<p>Is there a javascript function that simulates the operation of function 'sleep' in PHP?</p>

<p>A function 'sleep' to pause code execution on x milliseconds, and then resume where it left off.</p>

<p>There is something in javascript?</p>

<p>I found some things here on stackoverflow, but nothing useful.</p>
","Sleep/Pause/Wait in Javascript","<javascript><sleep>",3,0,18,"2011-10-21 21:56:59","",7854868,1170,"20:18:31"
"145",145,"2009-05-11 08:23:28",NA,484,486899,"<p>I am storing time in a MySQL database as a Unix timestamp and that gets sent to some JavaScript code. How would I get just the time out of it?</p>

<p>For example, in HH/MM/SS format.</p>
","Convert a Unix timestamp to time in JavaScript","<javascript><timestamp>",18,0,127,"","",847196,277,"08:23:28"
"146",146,"2011-02-25 03:44:47",NA,553,484525,"<p>Which method of checking if a variable has been initialized is better/correct?
(Assuming the variable could hold anything (string, int, object, function, etc.))</p>

<pre><code>if (elem) { // or !elem
</code></pre>

<p>or</p>

<pre><code>if (typeof(elem) !== 'undefined') {
</code></pre>

<p>or</p>

<pre><code>if (elem != null) {
</code></pre>
","JavaScript check if variable exists (is defined/initialized)","<javascript><variables><if-statement><initialization><undefined>",23,4,213,"","",6509422,932,"03:44:47"
"147",147,"2010-01-06 04:05:51",NA,1299,483444,"<p>I'd like to store a JavaScript object in HTML5 <code>localStorage</code>, but my object is apparently being converted to a string.</p>

<p>I can store and retrieve primitive JavaScript types and arrays using <code>localStorage</code>, but objects don't seem to work.  Should they? </p>

<p>Here's my code:</p>

<pre><code>var testObject = { 'one': 1, 'two': 2, 'three': 3 };
console.log('typeof testObject: ' + typeof testObject);
console.log('testObject properties:');
for (var prop in testObject) {
    console.log('  ' + prop + ': ' + testObject[prop]);
}

// Put the object into storage
localStorage.setItem('testObject', testObject);

// Retrieve the object from storage
var retrievedObject = localStorage.getItem('testObject');

console.log('typeof retrievedObject: ' + typeof retrievedObject);
console.log('Value of retrievedObject: ' + retrievedObject);
</code></pre>

<p>The console output is</p>

<pre class=""lang-none prettyprint-override""><code>typeof testObject: object
testObject properties:
  one: 1
  two: 2
  three: 3
typeof retrievedObject: string
Value of retrievedObject: [object Object]
</code></pre>

<p>It looks to me like the <code>setItem</code> method is converting the input to a string before storing it.</p>

<p>I see this behavior in Safari, Chrome, and Firefox, so I assume it's my misunderstanding of the <a href=""http://www.w3.org/TR/webstorage/"">HTML5 Web Storage</a> spec, not a browser-specific bug or limitation.</p>

<p>I've tried to make sense of the <em>structured clone</em> algorithm described in <a href=""http://www.w3.org/TR/html5/infrastructure.html"">http://www.w3.org/TR/html5/infrastructure.html</a>.  I don't fully understand what it's saying, but maybe my problem has to do with my object's properties not being enumerable (???)  </p>

<p>Is there an easy workaround?</p>
","Storing Objects in HTML5 localStorage","<javascript><html5><local-storage>",19,2,516,"","",2010948,517,"04:05:51"
"148",148,"2009-01-14 09:35:03",NA,496,482959,"<p>I want to know how to get the X and Y position of HTML elements such as <code>img</code> and <code>div</code> in JavaScript.</p>
","Retrieve the position (X,Y) of an HTML element","<javascript><html><css><dom><position>",19,5,159,"","",NA,160,"09:35:03"
"149",149,"2010-06-23 15:00:21",NA,508,482716,"<p>Is there a way to disable the <a href=""https://en.wikipedia.org/wiki/Same_origin_policy"">same origin policy</a> on Google's <a href=""http://en.wikipedia.org/wiki/Google_Chrome"">Chrome</a> browser?</p>

<p>This is strictly for development, not production, use.</p>
","Disable same origin policy in Chrome","<javascript><ajax><google-chrome>",15,5,282,"","",3177718,685,"15:00:21"
